s,d,grn,exp
21,96,0,0.009246964007616043
23,23,0,0.008351830765604973
23,29,0,0.008792906068265438
23,41,0,0.01572992466390133
23,81,0,0.008811511099338531
24,24,0,0.008353451266884804
25,25,0,0.008349122479557991
26,26,0,0.008352367207407951
27,1,1,0.023566925898194313
27,27,0,0.008345182985067368
27,28,0,0.00856445636600256
27,40,0,0.008719527162611485
28,27,0,0.008716832846403122
28,28,0,0.008336564525961876
28,40,0,0.008708643727004528
29,1,1,0.022851837798953056
29,4,0,0.010808486491441727
29,7,0,0.009291478432714939
29,23,0,0.010200048796832561
29,29,0,0.008341014385223389
29,81,0,0.008836711756885052
29,96,0,0.009446459822356701
30,19,0,0.019933147355914116
30,30,0,0.008342917077243328
30,91,0,0.010813669301569462
31,3,0,0.008852372877299786
31,5,0,0.008384897373616695
31,11,0,0.008706601336598396
31,15,0,0.008271876722574234
31,31,0,0.00833936221897602
31,32,0,0.008849740959703922
31,81,0,0.008519301190972328
32,3,0,0.008674712851643562
32,5,0,0.008448305539786816
32,11,0,0.008581479080021381
32,13,0,0.00875665619969368
32,15,0,0.008349974639713764
32,18,0,0.012053621001541615
32,31,0,0.0083177974447608
32,32,0,0.008345279842615128
32,42,0,0.01283028069883585
32,59,0,0.009507779963314533
33,33,0,0.00834963284432888
34,11,0,0.009131301194429398
34,34,0,0.00835187267512083
34,66,0,0.012231129221618176
34,81,0,0.008869725279510021
34,90,0,0.012280338443815708
35,4,0,0.011532420292496681
35,7,0,0.00951460562646389
35,35,0,0.00834173895418644
35,96,0,0.010065162554383278
36,36,0,0.008345885202288628
37,37,0,0.008340044878423214
37,50,0,0.016662055626511574
38,38,0,0.008355244062840939
39,1,1,0.024804363027215004
39,13,0,0.010574516840279102
39,39,0,0.008345968089997768
39,97,0,0.07019621878862381
40,27,0,0.008634044788777828
40,28,0,0.008534054271876812
40,40,0,0.00833179708570242
40,81,0,0.008741294965147972
41,23,0,0.01063624769449234
41,41,0,0.00834095012396574
42,3,0,0.008868467062711716
42,15,0,0.008258834481239319
42,21,0,0.011509440839290619
42,32,0,0.00886191613972187
42,42,0,0.008338946849107742
42,90,0,0.009221307002007961
42,94,0,0.01021973043680191
43,43,0,0.008353319950401783
43,49,0,0.015887871384620667
44,1,1,0.03279122710227966
44,14,1,0.056438345462083817
45,45,0,0.008344491943717003
47,47,0,0.00833541713654995
47,63,0,0.010323642753064632
47,68,0,0.010425127111375332
47,73,0,0.010891243815422058
47,77,0,0.010794319212436676
47,88,0,0.014018715359270573
47,89,0,0.014556602574884892
47,98,0,0.012224738486111164
48,1,1,0.018777964636683464
48,8,0,0.012868358753621578
48,10,0,0.01327479723840952
48,13,0,0.009268640540540218
48,21,0,0.011484893970191479
48,48,0,0.008343213237822056
48,76,0,0.010565375909209251
48,90,0,0.009168844670057297
49,43,0,0.015085028484463692
49,49,0,0.008335396647453308
50,37,0,0.01666347309947014
50,50,0,0.008348889648914337
51,51,0,0.008344835601747036
52,52,0,0.008350786752998829
52,54,0,0.013996370136737823
52,55,0,0.012628719210624695
52,63,0,0.010068084113299847
52,70,0,0.014489260502159595
52,71,0,0.014508550986647606
52,77,0,0.010337736457586288
52,88,0,0.014865689910948277
53,53,0,0.008350126445293427
53,55,0,0.013266632333397865
53,63,0,0.009948930703103542
53,77,0,0.010070007294416428
53,98,0,0.012404946610331535
54,52,0,0.013994112610816956
54,54,0,0.008337282575666904
54,55,0,0.012306908145546913
54,61,0,0.011453644372522831
54,63,0,0.010107108391821384
54,64,0,0.0162575151771307
54,73,0,0.00984338391572237
54,77,0,0.010303100571036339
54,88,0,0.014900686219334602
54,98,0,0.012004286050796509
55,52,0,0.0143567631021142
55,53,0,0.014881926588714123
55,54,0,0.01376733835786581
55,55,0,0.00835748203098774
55,61,0,0.011765511706471443
55,71,0,0.014354403130710125
55,77,0,0.010263461619615555
55,98,0,0.012173586525022984
56,1,1,0.032552000135183334
56,14,1,0.05643145367503166
57,57,0,0.008351382799446583
58,58,0,0.008343455381691456
58,99,0,0.014618542976677418
59,3,0,0.008968819864094257
59,5,0,0.008502324111759663
59,15,0,0.008270514197647572
59,32,0,0.008962627500295639
59,59,0,0.008360080420970917
60,60,0,0.008330808952450752
60,64,0,0.01747255213558674
60,77,0,0.010282251052558422
60,88,0,0.015670131891965866
61,54,0,0.014813696034252644
61,55,0,0.01388215646147728
61,61,0,0.008342590183019638
61,63,0,0.010526075959205627
61,77,0,0.010676741600036621
61,98,0,0.013307447545230389
62,52,1,0.09106914699077606
62,53,1,0.053091149777173996
62,54,1,0.06428536027669907
62,55,1,0.07100839167833328
62,60,1,0.24683792889118195
62,61,1,0.06442487984895706
62,63,1,0.026404766365885735
62,64,1,0.1440669149160385
62,65,1,0.008593575097620487
62,66,1,0.026514459401369095
62,68,1,0.014676680788397789
62,70,1,0.10093166679143906
62,71,1,0.0813484936952591
62,72,1,0.015498863533139229
62,73,1,0.01368954312056303
62,75,1,0.04133973270654678
62,76,1,0.3536735773086548
62,77,1,0.02756568044424057
62,78,1,0.012868508696556091
62,79,1,0.24923571944236755
62,80,1,0.01601395383477211
62,83,1,0.03526558354496956
62,85,1,0.22120033204555511
62,86,1,0.015074077062308788
62,87,1,0.3475606143474579
62,88,1,0.11127292364835739
62,90,1,0.3363995850086212
62,91,1,0.010038788430392742
62,94,1,0.36115387082099915
62,95,1,0.012370186857879162
62,96,1,0.018703745678067207
62,97,1,0.02862667851150036
62,98,1,0.056573931127786636
62,99,1,0.09531500935554504
63,47,0,0.010960057377815247
63,52,0,0.014755723997950554
63,53,0,0.014534272253513336
63,54,0,0.014154743403196335
63,61,0,0.011663553304970264
63,63,0,0.008336037397384644
63,70,0,0.01484236866235733
63,71,0,0.014313755556941032
63,73,0,0.010564394295215607
63,77,0,0.010746963322162628
63,83,0,0.014280985109508038
63,88,0,0.01609439216554165
63,89,0,0.014234364964067936
63,98,0,0.012640977278351784
64,54,0,0.014742773957550526
64,60,0,0.024533309042453766
64,64,0,0.008351292461156845
64,77,0,0.01060585118830204
64,88,0,0.016516664996743202
64,98,0,0.013498757965862751
65,5,0,0.008756976574659348
65,65,0,0.008352505974471569
66,21,0,0.012810398824512959
66,34,0,0.012256775051355362
66,66,0,0.008337092585861683
66,95,0,0.013283893465995789
67,52,1,0.0916031077504158
67,53,1,0.05306265875697136
67,54,1,0.06433644145727158
67,55,1,0.06970956921577454
67,60,1,0.2476140856742859
67,61,1,0.06450887769460678
67,63,1,0.02640121430158615
67,64,1,0.14458641409873962
67,67,0,0.008342606946825981
67,70,1,0.10074005275964737
67,71,1,0.08131435513496399
67,74,1,0.3447815477848053
67,77,1,0.027531977742910385
67,80,1,0.016029266640543938
67,82,1,0.054038774222135544
67,86,1,0.015088668093085289
67,88,1,0.11138526350259781
67,98,1,0.05612552911043167
68,1,1,0.01986929588019848
68,47,0,0.01097801048308611
68,68,0,0.008352427743375301
68,72,0,0.014560607261955738
68,73,0,0.009789896197617054
68,77,0,0.010716648772358894
68,83,0,0.014725320972502232
68,99,0,0.014778024516999722
69,69,0,0.008326741866767406
70,52,0,0.01854933239519596
70,63,0,0.010984809137880802
70,70,0,0.008360634557902813
71,52,0,0.016509035602211952
71,55,0,0.014343827031552792
71,63,0,0.010452166199684143
71,71,0,0.008342296816408634
71,77,0,0.01082789059728384
72,68,0,0.00991509947925806
72,72,0,0.008339827880263329
72,73,0,0.009047219529747963
73,1,1,0.0219433456659317
73,11,0,0.010137558914721012
73,47,0,0.011564279906451702
73,54,0,0.014041979797184467
73,63,0,0.010931555181741714
73,68,0,0.009511740878224373
73,72,0,0.014451775699853897
73,73,0,0.008338095620274544
74,52,1,0.04214416816830635
74,53,1,0.02916882559657097
74,54,1,0.03166068717837334
74,55,1,0.03394554555416107
74,60,1,0.09872384369373322
74,61,1,0.029814235866069794
74,63,1,0.015016951598227024
74,64,1,0.0523570291697979
74,65,1,0.008489287458360195
74,66,1,0.017293013632297516
74,68,1,0.011445260606706142
74,70,1,0.03933814913034439
74,71,1,0.03650655597448349
74,72,1,0.011373143643140793
74,73,1,0.010541800409555435
74,75,1,0.026631329208612442
74,76,1,0.27690571546554565
74,77,1,0.015261119231581688
74,78,1,0.012565557844936848
74,79,1,0.046576641499996185
74,80,1,0.012002494186162949
74,82,1,0.03928660228848457
74,83,1,0.021960560232400894
74,85,1,0.04218662530183792
74,86,1,0.011041454039514065
74,87,1,0.22150203585624695
74,88,1,0.04080544412136078
74,90,1,0.19702833890914917
74,91,1,0.009211494587361813
74,94,1,0.32057467103004456
74,95,1,0.008628715761005878
74,96,1,0.012140251696109772
74,97,1,0.017208430916070938
74,98,1,0.027754858136177063
74,99,1,0.026774000376462936
75,75,0,0.008338268846273422
75,86,0,0.01639091968536377
76,10,0,0.02243652008473873
76,48,0,0.024178840219974518
76,76,0,0.008350308984518051
76,87,0,0.02785208262503147
77,47,0,0.011054128408432007
77,52,0,0.014691765420138836
77,53,0,0.014367557130753994
77,54,0,0.014004587195813656
77,55,0,0.01229173131287098
77,60,0,0.02120198868215084
77,61,0,0.011411347426474094
77,63,0,0.010284303687512875
77,64,0,0.017465438693761826
77,68,0,0.010674255900084972
77,71,0,0.01422873418778181
77,77,0,0.008332330733537674
77,83,0,0.01435877662152052
77,86,0,0.0152933644130826
77,88,0,0.01594642922282219
77,98,0,0.012442590668797493
78,14,0,0.028336280956864357
78,78,0,0.008342806249856949
79,79,0,0.008341153152287006
80,80,0,0.008337875828146935
81,0,0,0.012291938066482544
81,1,1,0.016177605837583542
81,11,0,0.008622448891401291
81,15,0,0.008455825038254261
81,23,0,0.010119572281837463
81,29,0,0.008586136624217033
81,31,0,0.008324935100972652
81,34,0,0.011087746359407902
81,40,0,0.008883378468453884
81,81,0,0.00834597647190094
81,87,0,0.012185334227979183
82,82,0,0.008341279812157154
83,1,0,0.020898843184113503
83,63,0,0.010246160440146923
83,68,0,0.009819785133004189
83,77,0,0.010456535965204239
83,83,0,0.008344674482941628
84,61,1,0.06397458910942078
84,63,1,0.02652105502784252
84,64,1,0.14471714198589325
84,70,1,0.10108084231615067
84,71,1,0.08182302862405777
84,75,1,0.0413728766143322
84,77,1,0.02752949483692646
84,83,1,0.03517921641469002
84,88,1,0.11147480458021164
84,97,1,0.028650591149926186
84,99,1,0.09478087723255157
85,85,0,0.00833914615213871
86,75,0,0.04825165495276451
86,77,0,0.01158616878092289
86,86,0,0.008342868648469448
87,0,0,0.015103342942893505
87,76,0,0.035786475986242294
87,81,0,0.011695625260472298
87,87,0,0.008341782726347446
88,47,0,0.010849419981241226
88,52,0,0.015435402281582355
88,54,0,0.014535988681018353
88,60,0,0.023075725883245468
88,63,0,0.010449482128024101
88,64,0,0.018252868205308914
88,77,0,0.01062373723834753
88,88,0,0.008336011320352554
89,47,0,0.012786239385604858
89,63,0,0.010295011103153229
89,89,0,0.00834292359650135
90,8,0,0.014997126534581184
90,10,0,0.017838504165410995
90,21,0,0.011916750110685825
90,34,0,0.011405386961996555
90,42,0,0.016879459843039513
90,48,0,0.019017133861780167
90,90,0,0.008355704136192799
90,94,0,0.024860605597496033
91,7,0,0.010607653297483921
91,19,0,0.02875659428536892
91,20,0,0.024667685851454735
91,30,0,0.028484130278229713
91,91,0,0.008341164328157902
91,96,0,0.010252261534333229
92,92,0,0.008340807631611824
93,47,1,0.011301882565021515
93,69,1,0.05264967679977417
93,89,1,0.015959003940224648
94,42,0,0.022770369425415993
94,90,0,0.02813909389078617
94,94,0,0.008339190855622292
95,66,0,0.014667495153844357
95,95,0,0.00833601038902998
96,1,0,0.014665729366242886
96,4,0,0.013647626154124737
96,7,0,0.010007157921791077
96,8,0,0.013553319498896599
96,11,0,0.008996947668492794
96,13,0,0.008830470964312553
96,20,0,0.014524033293128014
96,21,0,0.011275327764451504
96,29,0,0.00887507013976574
96,35,0,0.01649036817252636
96,91,0,0.010083544068038464
96,96,0,0.008344132453203201
97,39,0,0.08146416395902634
97,97,0,0.008355311118066311
98,47,0,0.011213909834623337
98,53,0,0.014855671674013138
98,54,0,0.013712325133383274
98,55,0,0.012463509105145931
98,61,0,0.011590872891247272
98,63,0,0.010155430063605309
98,64,0,0.016232645139098167
98,77,0,0.010362222790718079
98,98,0,0.008348461240530014
99,58,0,0.012631336227059364
99,68,0,0.009733435697853565
99,99,0,0.00834882352501154
