s,d,grn,exp
53,88,0,0.0
53,89,0,0.0
53,94,0,0.0
53,97,0,0.0
54,18,0,0.0
54,34,0,0.0
54,43,0,0.0
54,47,0,0.0
54,52,0,0.0
54,53,0,0.0
54,54,0,0.0
54,55,0,0.0
54,60,0,0.0
54,61,0,0.0
54,63,0,0.0
54,64,0,0.0
54,70,0,0.0
54,71,0,0.0
54,73,0,0.0
54,77,0,0.0
54,78,0,0.0
54,79,0,0.0
54,81,0,0.0
54,83,0,0.0
54,86,0,0.0
54,88,0,0.0
54,98,0,0.0
55,2,0,0.0
55,7,0,0.0
55,14,1,0.0
55,16,0,0.0
55,18,0,0.0
55,21,0,0.0
55,23,0,0.0
55,28,0,0.0
55,31,0,0.0
55,42,0,0.0
55,43,0,0.0
55,47,0,0.0
55,49,0,0.0
55,50,0,0.0
55,52,0,0.0
55,53,0,0.0
55,54,0,0.0
55,55,0,0.0
55,57,0,0.0
55,60,0,0.0
55,61,0,0.0
55,63,0,0.0
55,64,0,0.0
55,68,0,0.0
55,70,0,0.0
55,71,0,0.0
55,72,0,0.0
55,75,0,0.0
55,77,0,0.0
55,78,0,0.0
55,79,0,0.0
55,81,0,0.0
55,83,0,0.0
55,85,0,0.0
55,86,0,0.0
55,88,0,0.0
55,89,0,0.0
55,91,0,0.0
55,94,0,0.0
55,97,0,0.0
55,98,0,0.0
56,1,1,0.0
56,14,1,0.0
57,53,0,0.0
57,55,0,0.0
57,57,0,4.091138743382056e-33
57,60,0,0.0
57,64,0,0.0
57,72,0,0.0
57,75,0,0.0
57,83,0,0.0
60,2,0,0.0
60,23,0,0.0
60,28,0,0.0
60,43,0,0.0
60,47,0,0.0
60,49,0,0.0
60,50,0,0.0
60,52,0,0.0
60,53,0,0.0
60,54,0,0.0
60,55,0,0.0
60,57,0,0.0
60,60,0,0.0
60,61,0,0.0
60,63,0,0.0
60,64,0,0.0
60,68,0,0.0
60,70,0,0.0
60,71,0,0.0
60,72,0,0.0
60,75,0,0.0
60,77,0,0.0
60,79,0,0.0
60,83,0,0.0
60,85,0,0.0
60,86,0,0.0
60,88,0,0.0
60,89,0,0.0
60,91,0,0.0
60,94,0,0.0
60,97,0,0.0
60,98,0,0.0
61,2,0,0.0
61,14,1,0.0
61,16,0,0.0
61,18,0,0.0
61,23,0,0.0
61,28,0,0.0
61,31,0,0.0
61,43,0,0.0
61,47,0,0.0
61,49,0,0.0
61,50,0,0.0
61,52,0,0.0
61,53,0,0.0
61,54,0,0.0
61,55,0,0.0
61,60,0,0.0
61,61,0,0.0
61,63,0,0.0
61,64,0,0.0
61,68,0,0.0
61,71,0,0.0
61,72,0,0.0
61,77,0,0.0
61,79,0,0.0
61,85,0,0.0
61,86,0,0.0
61,88,0,0.0
61,89,0,0.0
61,91,0,0.0
61,94,0,0.0
61,97,0,0.0
61,98,0,0.0
62,52,1,0.0
62,53,1,0.0
62,54,1,0.0
62,55,1,0.0
62,60,1,0.0
62,61,1,0.0
62,63,1,0.0
62,64,1,0.0
62,65,1,6.184868208309375e-37
62,66,1,0.0
62,68,1,0.0
62,70,1,0.0
62,71,1,0.0
62,72,1,0.0
62,73,1,0.0
62,75,1,0.0
62,76,1,0.0
62,77,1,0.0
62,78,1,0.0
62,79,1,0.0
62,80,1,0.0
62,83,1,0.0
62,85,1,0.0
62,86,1,0.0
62,87,1,2.9847978582915603e-31
62,88,1,0.0
62,90,1,2.3792787364386396e-32
62,91,1,0.0
62,94,1,0.0
62,95,1,0.0
62,96,1,0.0
62,97,1,0.0
62,98,1,0.0
62,99,1,0.0
63,14,1,0.0
63,16,0,0.0
63,52,0,0.0
63,54,0,0.0
63,55,0,0.0
63,60,0,0.0
63,61,0,0.0
63,63,0,0.0
63,64,0,0.0
63,70,0,0.0
63,71,0,0.0
63,83,0,0.0
63,86,0,0.0
63,89,0,0.0
63,98,0,0.0
64,43,0,0.0
64,47,0,0.0
64,52,0,0.0
64,53,0,0.0
64,54,0,0.0
64,55,0,0.0
64,57,0,0.0
64,60,0,0.0
64,61,0,0.0
64,63,0,0.0
64,64,0,0.0
64,70,0,0.0
64,71,0,0.0
64,72,0,0.0
64,75,0,0.0
64,77,0,0.0
64,79,0,0.0
64,80,0,0.0
64,81,0,0.0
64,85,0,0.0
64,86,0,0.0
64,88,0,0.0
64,89,0,0.0
64,94,0,0.0
64,97,0,0.0
64,98,0,0.0
65,1,1,0.0
65,65,0,0.0
65,82,0,0.0
66,5,0,1.6030144814333573e-37
66,12,0,1.6030144814333573e-37
66,24,0,3.103107626401634e-38
66,33,0,0.0
66,66,0,0.0
66,69,0,0.0
66,72,0,0.0
66,99,0,0.0
67,52,1,0.0
67,53,1,0.0
67,54,1,0.0
67,55,1,0.0
67,60,1,0.0
67,61,1,0.0
67,63,1,0.0
67,64,1,0.0
67,70,1,0.0
67,71,1,0.0
67,74,1,0.0
67,77,1,0.0
67,80,1,0.0
67,82,1,8.860051457518951e-38
67,86,1,0.0
67,88,1,0.0
67,98,1,0.0
68,2,0,0.0
68,23,0,0.0
68,28,0,0.0
68,47,0,0.0
68,49,0,0.0
68,50,0,0.0
68,53,0,0.0
68,55,0,0.0
68,60,0,0.0
68,61,0,0.0
68,68,0,0.0
68,70,0,0.0
68,71,0,0.0
68,72,0,0.0
68,75,0,0.0
68,77,0,0.0
68,88,0,0.0
68,89,0,0.0
68,91,0,0.0
68,94,0,0.0
68,97,0,0.0
69,18,0,0.0
69,26,0,9.10867964014871e-39
69,31,0,0.0
69,33,0,4.488323948770781e-39
69,43,0,0.0
69,47,0,0.0
69,53,0,0.0
69,66,0,0.0
69,69,0,0.0
69,72,0,0.0
69,80,0,0.0
69,81,0,0.0
69,99,0,0.0
70,34,0,0.0
70,51,0,0.0
70,52,0,0.0
70,53,0,0.0
70,54,0,0.0
70,55,0,0.0
70,60,0,0.0
70,63,0,0.0
70,64,0,0.0
70,68,0,0.0
70,70,0,0.0
70,71,0,0.0
70,72,0,0.0
70,73,0,0.0
70,75,0,0.0
70,78,0,0.0
70,83,0,0.0
70,91,0,0.0
71,2,0,0.0
71,14,1,0.0
71,23,0,0.0
71,28,0,0.0
71,42,0,0.0
71,43,0,0.0
71,47,0,0.0
71,49,0,0.0
71,50,0,0.0
71,52,0,0.0
71,53,0,0.0
71,54,0,0.0
71,55,0,0.0
71,60,0,0.0
71,61,0,0.0
71,63,0,0.0
71,64,0,0.0
71,68,0,0.0
71,70,0,0.0
71,71,0,0.0
71,72,0,0.0
71,73,0,0.0
